id,doc_norm
26,0.18957113670176634
29,0.15316954720768503
964,0.18183269706435595
474,0.5319461841510238
65,0.3946748848751828
191,0.29917993323934766
418,0.16705671383865067
541,0.29906328830806495
558,0.23265650550999012
270,0.13620179770886073
730,0.13347871644736245
222,0.24220457058514147
938,0.6263310683668737
293,0.2134751660436369
720,0.12433298732690042
243,0.20367782247824268
705,0.38909187038768245
367,0.13620179770886073
278,0.6710389228676091
442,0.6365362427490131
19,0.22826893000914372
54,0.1070157517765754
926,0.1777948668376615
965,0.21804490853210998
296,0.14860183951414535
277,0.44604427426006427
287,0.28638048527023213
415,0.24538079269033836
847,0.1493143076192378
348,0.6748439192203627
502,0.30976924705835424
656,0.5215147866635026
113,0.10120072799347825
167,0.1593283000349402
299,0.1699880959383967
385,0.6989257502172894
155,0.15722094782486998
831,0.37629447187720316
112,1.736654898791354
736,0.5578812475760275
241,0.45038834647815806
564,0.270153526708875
588,0.3442120261723752
602,0.20774054712635082
857,0.17069812886423252
347,0.1812628118015168
237,0.2505080178886278
22,0.32694480161968537
198,0.2336227224594637
724,0.20698714936419293
330,0.325935063629191
414,0.14860183951414535
530,0.31504843508264574
196,0.2246097978560466
823,0.367098400867606
130,0.17524917350828464
427,0.2134751660436369
487,0.2134751660436369
486,0.6149855510729851
932,0.5469735942683952
7,0.17779618562308272
677,0.6012704297156575
77,0.19417931359007592
34,0.17319861979750878
184,0.39731972643993113
532,0.21919965983355022
858,0.19000803417890588
635,0.4550210248077742
463,0.13620179770886076
551,0.31221901019960496
830,0.10944353176018114
853,0.1448949038303924
939,0.18440904418575313
188,0.2471998697101805
399,0.35638429980015623
693,0.24760933743275396
126,0.11782047266027244
202,0.4629914162235894
274,0.1807553301077522
844,0.20422275808087795
529,0.21829412442613966
889,0.3862380093977209
228,0.14252138849110427
262,0.20037118148480595
325,0.2072883625992743
624,0.2718763553301773
406,0.2382228109758678
570,0.5039251144069274
691,0.2737142736323591
734,0.3316356316521821
50,0.26716438301627193
94,0.6552048849707981
149,0.2648653105407033
421,0.5134268935246247
638,0.21720489711572527
876,1.4222575531490083
961,0.2532067580503266
600,0.7695270512143086
264,0.26405400384926825
229,0.20900228162173326
650,0.5027785172943348
110,0.3451526280976535
190,0.40574054091938283
275,0.34650235240774446
343,0.3705177338244349
439,0.19071657704345762
629,0.3246048838297831
737,0.5834476276295376
902,0.1408222441840604
706,0.4856545675205931
57,0.16250730288216697
136,0.3959549335120926
513,0.26581706451537523
828,0.3202947216376359
936,0.453035727290262
144,0.5660527310178277
388,0.39159754005385955
963,0.2437468064382136
417,0.6156522579040333
412,0.20900228162173326
909,0.22165642350758735
32,0.21541241514902124
43,0.1846720176696046
420,0.1794428216381151
696,0.2450058718063272
752,0.2736223982239213
555,0.2342384539037201
378,0.6577738538108286
212,0.21513816405750671
779,0.14077515013657094
970,0.17446165295564275
766,1.3286503514313408
31,0.1253117044104476
662,0.6978639483367414
958,0.27059609211151187
516,0.32090873787317653
376,0.31504843508264574
119,0.20861533855826636
768,0.22641961027560042
974,0.1460246493260507
395,0.14252138849110427
326,0.15816801726367824
386,0.1598671832085722
450,0.298370467020881
894,0.15531214842242777
595,0.23263980196352665
596,0.23629096263664878
39,0.20249265409698808
496,1.2285124891062595
561,0.22916460580053805
845,0.14885327198912288
98,0.2843188057932816
187,0.33201180400733094
201,0.17528631646990592
232,0.2924622852362207
402,0.2478521403232564
773,0.16800837537106011
962,0.16809834738160798
966,0.19433234511231295
203,0.44588393730551173
700,0.2263838901217989
116,0.11188322987879079
145,0.23411592037962753
488,0.2786247233221357
25,0.47028586775595155
814,0.2680763198164472
880,0.19936525225435334
948,0.14814458551488885
157,0.15647266097669707
181,0.19599968016567984
363,0.20014042456391495
586,0.23344488726347432
843,0.3194325478891311
